id,text,created_at,user_id,sentiment,cleaned_text,text_length,word_count,hashtag_count,hashtags,mention_count,mentions,url_count,exclamation_count,question_count,emoji_count,positive_word_count,negative_word_count,sentiment_score,sentiment_prediction,sentiment_confidence,sentiment_scores,negative_score,neutral_score,positive_score
tweet_000010,"Great movie, highly recommend! 🎬 #movie #recommend #twitter",2025-07-17 12:31:54.316820,user_7096,positive,"great movie, highly recommend! 🎬 movie recommend twitter",56,8,3,"['#movie', '#recommend', '#twitter']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000011,This food is delicious! 🍕 #food #yummy #random,2025-07-25 19:16:54.316894,user_3213,positive,this food is delicious! 🍕 food yummy random,43,8,3,"['#food', '#yummy', '#random']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000012,"This is extremely terrible, worst experience ever! 😠 #bad #hate #test",2025-07-11 01:07:54.316954,user_2640,negative,"this is extremely terrible, worst experience ever! 😠 bad hate test",66,11,3,"['#bad', '#hate', '#test']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000013,"The weather is nice today, feeling good! ☀️ #weather #happy #sample",2025-07-15 08:25:54.317012,user_2639,positive,"the weather is nice today, feeling good! ☀️ weather happy sample",64,11,3,"['#weather', '#happy', '#sample']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000014,I'm disappointed with the quality 😞 #disappointed #twitter,2025-07-11 11:05:54.317071,user_7597,negative,i'm disappointed with the quality 😞 disappointed twitter,56,8,2,"['#disappointed', '#twitter']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000015,"Great movie, highly recommend! 🎬 #movie #recommend #sample",2025-07-10 04:16:54.317128,user_3835,positive,"great movie, highly recommend! 🎬 movie recommend sample",55,8,3,"['#movie', '#recommend', '#sample']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000016,Wonderful day at the beach! 🏖️ #beach #wonderful #data,2025-07-14 19:17:54.317187,user_9071,positive,wonderful day at the beach! 🏖️ beach wonderful data,51,9,3,"['#beach', '#wonderful', '#data']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000017,"Great movie, highly recommend! 🎬 #movie #recommend #random",2025-07-25 12:12:54.317244,user_1997,positive,"great movie, highly recommend! 🎬 movie recommend random",55,8,3,"['#movie', '#recommend', '#random']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000018,Wonderful day at the beach! 🏖️ #beach #wonderful #twitter,2025-07-30 08:14:54.317300,user_2717,positive,wonderful day at the beach! 🏖️ beach wonderful twitter,54,9,3,"['#beach', '#wonderful', '#twitter']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000019,This food is delicious! 🍕 #food #yummy #sample,2025-07-07 00:07:54.317357,user_2971,positive,this food is delicious! 🍕 food yummy sample,43,8,3,"['#food', '#yummy', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000020,"Great movie, highly recommend! 🎬 #movie #recommend #data",2025-07-23 23:00:54.317444,user_5683,positive,"great movie, highly recommend! 🎬 movie recommend data",53,8,3,"['#movie', '#recommend', '#data']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000021,I'm so frustrated with this service! 😤 #frustrated #bad #random,2025-07-08 09:06:54.317501,user_1900,negative,i'm so frustrated with this service! 😤 frustrated bad random,60,10,3,"['#frustrated', '#bad', '#random']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000022,I'm so frustrated with this service! 😤 #frustrated #bad #sample,2025-07-06 13:50:54.317558,user_9763,negative,i'm so frustrated with this service! 😤 frustrated bad sample,60,10,3,"['#frustrated', '#bad', '#sample']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000023,"Great movie, highly recommend! 🎬 #movie #recommend #random",2025-07-03 08:34:54.317614,user_4837,positive,"great movie, highly recommend! 🎬 movie recommend random",55,8,3,"['#movie', '#recommend', '#random']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000024,I'm so frustrated with this service! 😤 #frustrated #bad #random,2025-07-08 06:21:54.317670,user_1084,negative,i'm so frustrated with this service! 😤 frustrated bad random,60,10,3,"['#frustrated', '#bad', '#random']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000025,I'm so frustrated with this service! 😤 #frustrated #bad #test,2025-07-15 20:19:54.317728,user_8932,negative,i'm so frustrated with this service! 😤 frustrated bad test,58,10,3,"['#frustrated', '#bad', '#test']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000026,Amazing concert last night! 🎵 #concert #amazing #data,2025-07-06 09:52:54.317785,user_2824,positive,amazing concert last night! 🎵 concert amazing data,50,8,3,"['#concert', '#amazing', '#data']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000027,"The weather is nice today, feeling good! ☀️ #weather #happy #twitter",2025-07-15 19:30:54.317842,user_6520,positive,"the weather is nice today, feeling good! ☀️ weather happy twitter",65,11,3,"['#weather', '#happy', '#twitter']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000028,"Great movie, highly recommend! 🎬 #movie #recommend #data",2025-07-12 01:12:54.317936,user_1079,positive,"great movie, highly recommend! 🎬 movie recommend data",53,8,3,"['#movie', '#recommend', '#data']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000029,I'm disappointed with the quality 😞 #disappointed #twitter,2025-07-13 08:58:54.317993,user_6407,negative,i'm disappointed with the quality 😞 disappointed twitter,56,8,2,"['#disappointed', '#twitter']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000030,"This is extremely terrible, worst experience ever! 😠 #bad #hate #data",2025-07-12 18:02:54.318051,user_1758,negative,"this is extremely terrible, worst experience ever! 😠 bad hate data",66,11,3,"['#bad', '#hate', '#data']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000031,I'm disappointed with the quality 😞 #disappointed #random,2025-07-06 14:30:54.318108,user_4059,negative,i'm disappointed with the quality 😞 disappointed random,55,8,2,"['#disappointed', '#random']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000032,This food is delicious! 🍕 #food #yummy #random,2025-07-28 04:06:54.318166,user_6435,positive,this food is delicious! 🍕 food yummy random,43,8,3,"['#food', '#yummy', '#random']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000033,"Great movie, highly recommend! 🎬 #movie #recommend #sample",2025-07-30 19:29:54.318222,user_1594,positive,"great movie, highly recommend! 🎬 movie recommend sample",55,8,3,"['#movie', '#recommend', '#sample']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000034,This food is delicious! 🍕 #food #yummy #test,2025-07-11 06:18:54.318283,user_8883,positive,this food is delicious! 🍕 food yummy test,41,8,3,"['#food', '#yummy', '#test']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000035,"Great movie, highly recommend! 🎬 #movie #recommend #data",2025-07-03 01:45:54.318339,user_2498,positive,"great movie, highly recommend! 🎬 movie recommend data",53,8,3,"['#movie', '#recommend', '#data']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000036,I'm so frustrated with this service! 😤 #frustrated #bad #twitter,2025-07-28 02:11:54.318397,user_2135,negative,i'm so frustrated with this service! 😤 frustrated bad twitter,61,10,3,"['#frustrated', '#bad', '#twitter']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000037,I'm so frustrated with this service! 😤 #frustrated #bad #sample,2025-07-26 00:30:54.318455,user_4073,negative,i'm so frustrated with this service! 😤 frustrated bad sample,60,10,3,"['#frustrated', '#bad', '#sample']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000038,I'm disappointed with the quality 😞 #disappointed #twitter,2025-07-13 21:18:54.318512,user_7313,negative,i'm disappointed with the quality 😞 disappointed twitter,56,8,2,"['#disappointed', '#twitter']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000039,This food is delicious! 🍕 #food #yummy #twitter,2025-07-29 04:37:54.318568,user_8331,positive,this food is delicious! 🍕 food yummy twitter,44,8,3,"['#food', '#yummy', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000040,Amazing concert last night! 🎵 #concert #amazing #random,2025-07-08 05:34:54.318624,user_8057,positive,amazing concert last night! 🎵 concert amazing random,52,8,3,"['#concert', '#amazing', '#random']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000041,I'm disappointed with the quality 😞 #disappointed #data,2025-07-22 04:21:54.318681,user_6119,negative,i'm disappointed with the quality 😞 disappointed data,53,8,2,"['#disappointed', '#data']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000042,Wonderful day at the beach! 🏖️ #beach #wonderful #test,2025-07-08 10:52:54.318737,user_8273,positive,wonderful day at the beach! 🏖️ beach wonderful test,51,9,3,"['#beach', '#wonderful', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000043,I'm disappointed with the quality 😞 #disappointed #data,2025-07-27 19:18:54.318793,user_5432,negative,i'm disappointed with the quality 😞 disappointed data,53,8,2,"['#disappointed', '#data']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000044,Wonderful day at the beach! 🏖️ #beach #wonderful #test,2025-07-30 22:13:54.318849,user_9840,positive,wonderful day at the beach! 🏖️ beach wonderful test,51,9,3,"['#beach', '#wonderful', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000045,I really love this new product! It's amazing! 😍 #awesome #really loveit #random,2025-07-19 02:23:54.318939,user_1840,positive,i really love this new product! it's amazing! 😍 awesome really loveit random,76,13,3,"['#awesome', '#really', '#random']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000046,I very love this new product! It's amazing! 😍 #awesome #very loveit #twitter,2025-07-04 18:13:54.319003,user_7603,positive,i very love this new product! it's amazing! 😍 awesome very loveit twitter,73,13,3,"['#awesome', '#very', '#twitter']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000047,This food is delicious! 🍕 #food #yummy #twitter,2025-07-03 23:00:54.319098,user_2152,positive,this food is delicious! 🍕 food yummy twitter,44,8,3,"['#food', '#yummy', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000048,I'm disappointed with the quality 😞 #disappointed #test,2025-07-14 19:42:54.319155,user_8196,negative,i'm disappointed with the quality 😞 disappointed test,53,8,2,"['#disappointed', '#test']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000049,"The weather is nice today, feeling good! ☀️ #weather #happy #sample",2025-07-18 12:19:54.319212,user_2667,positive,"the weather is nice today, feeling good! ☀️ weather happy sample",64,11,3,"['#weather', '#happy', '#sample']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000050,"The weather is nice today, feeling good! ☀️ #weather #happy #test",2025-07-15 04:38:54.319271,user_7466,positive,"the weather is nice today, feeling good! ☀️ weather happy test",62,11,3,"['#weather', '#happy', '#test']",0,[],0,1,0,1,1,0,1,positive,0.4,"{'negative': 0.3, 'neutral': 0.3, 'positive': 0.4}",0.3,0.3,0.4
tweet_000051,I so love this new product! It's amazing! 😍 #awesome #so loveit #sample,2025-07-13 19:23:54.319331,user_8487,positive,i so love this new product! it's amazing! 😍 awesome so loveit sample,68,13,3,"['#awesome', '#so', '#sample']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000052,This food is delicious! 🍕 #food #yummy #twitter,2025-07-24 15:02:54.319391,user_6429,positive,this food is delicious! 🍕 food yummy twitter,44,8,3,"['#food', '#yummy', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000053,"This is extremely terrible, worst experience ever! 😠 #bad #hate #test",2025-07-17 18:48:54.319453,user_6994,negative,"this is extremely terrible, worst experience ever! 😠 bad hate test",66,11,3,"['#bad', '#hate', '#test']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000054,Amazing concert last night! 🎵 #concert #amazing #sample,2025-07-14 08:12:54.319513,user_4654,positive,amazing concert last night! 🎵 concert amazing sample,52,8,3,"['#concert', '#amazing', '#sample']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000055,Wonderful day at the beach! 🏖️ #beach #wonderful #test,2025-07-05 07:35:54.319570,user_6655,positive,wonderful day at the beach! 🏖️ beach wonderful test,51,9,3,"['#beach', '#wonderful', '#test']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000056,I'm so frustrated with this service! 😤 #frustrated #bad #twitter,2025-07-03 18:39:54.319659,user_4176,negative,i'm so frustrated with this service! 😤 frustrated bad twitter,61,10,3,"['#frustrated', '#bad', '#twitter']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000057,I so love this new product! It's amazing! 😍 #awesome #so loveit #data,2025-07-20 13:30:54.319719,user_8296,positive,i so love this new product! it's amazing! 😍 awesome so loveit data,66,13,3,"['#awesome', '#so', '#data']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000058,I'm disappointed with the quality 😞 #disappointed #data,2025-07-03 19:29:54.319780,user_5896,negative,i'm disappointed with the quality 😞 disappointed data,53,8,2,"['#disappointed', '#data']",0,[],0,0,0,1,0,0,0,negative,0.5,"{'negative': 0.5, 'neutral': 0.25, 'positive': 0.25}",0.5,0.25,0.25
tweet_000059,"This is so terrible, worst experience ever! 😠 #bad #hate #sample",2025-07-21 07:33:54.319839,user_9519,negative,"this is so terrible, worst experience ever! 😠 bad hate sample",61,11,3,"['#bad', '#hate', '#sample']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
tweet_000060,This app is so buggy and slow! 😡 #buggy #slow #sample,2025-07-10 21:10:54.319898,user_3511,negative,this app is so buggy and slow! 😡 buggy slow sample,50,11,3,"['#buggy', '#slow', '#sample']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000061,Amazing concert last night! 🎵 #concert #amazing #random,2025-07-24 22:32:54.319954,user_9986,positive,amazing concert last night! 🎵 concert amazing random,52,8,3,"['#concert', '#amazing', '#random']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000062,This food is delicious! 🍕 #food #yummy #twitter,2025-07-12 14:27:54.320011,user_9043,positive,this food is delicious! 🍕 food yummy twitter,44,8,3,"['#food', '#yummy', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000063,I really love this new product! It's amazing! 😍 #awesome #really loveit #test,2025-07-27 07:46:54.320069,user_7682,positive,i really love this new product! it's amazing! 😍 awesome really loveit test,74,13,3,"['#awesome', '#really', '#test']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000064,Amazing concert last night! 🎵 #concert #amazing #data,2025-07-21 13:46:54.320128,user_1352,positive,amazing concert last night! 🎵 concert amazing data,50,8,3,"['#concert', '#amazing', '#data']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000065,I extremely love this new product! It's amazing! 😍 #awesome #extremely loveit #sample,2025-07-18 19:43:54.320187,user_7034,positive,i extremely love this new product! it's amazing! 😍 awesome extremely loveit sample,82,13,3,"['#awesome', '#extremely', '#sample']",0,[],0,2,0,1,1,0,1,positive,0.46153846153846156,"{'negative': 0.2692307692307692, 'neutral': 0.2692307692307692, 'positive': 0.46153846153846156}",0.2692307692307692,0.2692307692307692,0.46153846153846156
tweet_000066,This app is so buggy and slow! 😡 #buggy #slow #random,2025-07-31 20:40:54.320246,user_8689,negative,this app is so buggy and slow! 😡 buggy slow random,50,11,3,"['#buggy', '#slow', '#random']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000067,Amazing concert last night! 🎵 #concert #amazing #random,2025-07-21 06:37:54.320340,user_2353,positive,amazing concert last night! 🎵 concert amazing random,52,8,3,"['#concert', '#amazing', '#random']",0,[],0,1,0,1,2,0,2,positive,0.5714285714285714,"{'negative': 0.2142857142857143, 'neutral': 0.2142857142857143, 'positive': 0.5714285714285714}",0.2142857142857143,0.2142857142857143,0.5714285714285714
tweet_000068,Wonderful day at the beach! 🏖️ #beach #wonderful #sample,2025-07-07 09:17:54.320399,user_6821,positive,wonderful day at the beach! 🏖️ beach wonderful sample,53,9,3,"['#beach', '#wonderful', '#sample']",0,[],0,1,0,1,2,0,2,positive,0.5,"{'negative': 0.25, 'neutral': 0.25, 'positive': 0.5}",0.25,0.25,0.5
tweet_000069,This app is so buggy and slow! 😡 #buggy #slow #twitter,2025-07-17 15:40:54.320456,user_4061,negative,this app is so buggy and slow! 😡 buggy slow twitter,51,11,3,"['#buggy', '#slow', '#twitter']",0,[],0,1,0,1,0,0,0,neutral,1.0,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0}",0.0,1.0,0.0
tweet_000070,"Great movie, highly recommend! 🎬 #movie #recommend #random",2025-07-07 01:12:54.320513,user_4457,positive,"great movie, highly recommend! 🎬 movie recommend random",55,8,3,"['#movie', '#recommend', '#random']",0,[],0,1,0,1,1,0,1,positive,0.2857142857142857,"{'negative': 0.35714285714285715, 'neutral': 0.35714285714285715, 'positive': 0.2857142857142857}",0.35714285714285715,0.35714285714285715,0.2857142857142857
tweet_000071,I'm so frustrated with this service! 😤 #frustrated #bad #test,2025-07-14 12:27:54.320570,user_6705,negative,i'm so frustrated with this service! 😤 frustrated bad test,58,10,3,"['#frustrated', '#bad', '#test']",0,[],0,1,0,1,0,3,-3,negative,0.6,"{'negative': 0.6, 'neutral': 0.2, 'positive': 0.2}",0.6,0.2,0.2
tweet_000072,"This is very terrible, worst experience ever! 😠 #bad #hate #sample",2025-07-12 11:45:54.320629,user_6305,negative,"this is very terrible, worst experience ever! 😠 bad hate sample",63,11,3,"['#bad', '#hate', '#sample']",0,[],0,1,0,1,0,2,-2,negative,0.8,"{'negative': 0.8, 'neutral': 0.09999999999999998, 'positive': 0.09999999999999998}",0.8,0.09999999999999998,0.09999999999999998
